"PUNTO DE INFORMACIÓN","MES","AÑO","PAIS DE PROCEDENCIA","CIUDAD DE PROCEDENCIA","CIUDAD DE DESTINO 1","CIUDAD DE DESTINO 2","CIUDAD DE DESTINO 3","CIUDAD DE DESTINO 4","CIUDAD DE DESTINO 5","SEXO","MOTIVO DEL VIAJE","TIEMPO DE PERMANENCIA EN DIAS","TIPO ALOJAMIENTO","TIPO TRANSPORTE","PRESUPUESTO","RESULTADO SATISFACCIÓN","CANTIDAD DE VIAJEROS"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Gameza","Duitama","Floresta","Nobsa","Santa Rosa De Viterbo","Tibasosa","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","hasta $ 300.000 COP.","10","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Simacota","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Barbosa","Duitama","Paipa","Villa de Leyva","NA","NA","Femenino","Turismo Cultural.","2","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","12","2,023","Colombiano","Bucaramanga","Duitama","Paipa","Tunja","Villa De Leyva","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Puerto Carreño","Duitama","Paipa","Villa de Leyva","NA","NA","Masculino","Turismo de Naturaleza.","5","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","7"
"Aquitania","12","2,023","Colombiano","Bogotá","Paipa","Ráquira","Sogamoso","Villa De Leyva","NA","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Bogotá","Duitama","Paipa","Sogamoso","NA","NA","Masculino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","más de $ 3.000.000 COP.","10","3"
"Aquitania","12","2,023","Colombiano","Barranquilla","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Aguazul","Duitama","Nobsa","Paipa","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Bogotá","Duitama","Paipa","Tibasosa","Tunja","NA","Masculino","Turismo de Naturaleza.","2","Posada turística","Bus","más de $ 3.000.000 COP.","10","2"
"Aquitania","12","2,023","México","NA","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","12","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","15"
"Aquitania","12","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","10"
"Aquitania","12","2,023","Colombiano","Paipa","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","1"
"Aquitania","12","2,023","Colombiano","Bucaramanga","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Bogotá","Aquitania","Duitama","Iza","Sogamoso","Tibasosa","Femenino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Aquitania","12","2,023","Colombiano","Arbeláez","Aquitania","Chiquinquirá","Cuítiva","Duitama","El Cocuy","Femenino","Turismo de Naturaleza.","1","Pasadía","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Aquitania","12","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Iza","Tota","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","9"
"Aquitania","12","2,023","Colombiano","Bogotá","Aquitania","Duitama","Iza","Monguí","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Bogotá","Aquitania","Belén","Corrales","Cuítiva","Duitama","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Pereira","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","2","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","12","2,023","Colombiano","Bogotá","Aquitania","Duitama","Cuítiva","Firavitoba","Iza","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Tunja","12","2,023","España","NA","Aquitania","Duitama","Iza","Monguí","Ráquira","Masculino","Turismo de Naturaleza.","2","familiar","Bus","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Aquitania","12","2,023","Colombiano","Bogotá","Aquitania","Duitama","Firavitoba","Jenesano","Iza","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","12","2,023","Colombiano","Bucaramanga","Aquitania","Cuítiva","Duitama","Firavitoba","Iza","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Puente de Boyacá","12","2,023","Colombiano","Medellín","Aquitania","Firavitoba","Iza","Cuítiva","Duitama","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","10"
"Puente de Boyacá","12","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","El Cocuy","Firavitoba","Femenino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","8"
"Puente de Boyacá","12","2,023","Colombiano","Bogotá","Aquitania","Duitama","Cuítiva","Iza","Monguí","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Puente de Boyacá","12","2,023","Colombiano","Bogotá","Aquitania","Iza","Monguí","Nobsa","Tópaga","Masculino","Turismo Cultural.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","120"
"Puente de Boyacá","12","2,023","Colombiano","Bogotá","Aquitania","Corrales","Iza","Monguí","Ráquira","Masculino","Turismo Cultural.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","54"
"Puente de Boyacá","12","2,023","Colombiano","Cajicá","Aquitania","Duitama","Iza","Monguí","Paipa","Masculino","Turismo Cultural.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","76"
"Puente de Boyacá","12","2,023","Colombiano","Bogotá","Aquitania","Nobsa","Sogamoso","Tibasosa","Villa De Leyva","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Puente de Boyacá","12","2,023","Colombiano","Pereira","Aquitania","Floresta","Iza","Monguí","Nobsa","Masculino","Turismo Cultural.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","87"
"Puente de Boyacá","12","2,023","Colombiano","Ibagué","Aquitania","Duitama","Iza","Firavitoba","Monguí","Femenino","Turismo Cultural.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","54"
"Puente de Boyacá","12","2,023","Colombiano","Chía","Aquitania","Nobsa","Sogamoso","Tibasosa","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","6"
"Puente de Boyacá","12","2,023","Bélgica","NA","Aquitania","Cuítiva","Iza","Sogamoso","NA","Femenino","Turismo Cultural.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","88"
"Puente de Boyacá","12","2,023","Colombiano","Medellín","Aquitania","Corrales","Cuítiva","Duitama","Monguí","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","7"
"Puente de Boyacá","12","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Iza","Firavitoba","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","6"
"Puente de Boyacá","12","2,023","Colombiano","Villavicencio","Tibasosa","Tunja","NA","NA","NA","Femenino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","8"
"Puente de Boyacá","12","2,023","Colombiano","Villavicencio","Corrales","NA","NA","NA","NA","Femenino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","6"
"Puente de Boyacá","12","2,023","Colombiano","Monteria","Villa de Leyva","Tunja","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","10"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Yolombo","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","7"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Cali","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","8","13"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Manizales","Duitama","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","familiar","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Melgar","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Posada turística","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","20"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Neiva","Corrales","Duitama","Paipa","Sogamoso","NA","Femenino","Turismo Cultural.","4","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellin","Duitama","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","15"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Pereira","Sogamoso","Tunja","Villa de Leyva","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","9","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Neiva","Duitama","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","14"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellin","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Cartagena","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Cali","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellin","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bucaramanga","Duitama","Paipa","Tibasosa","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","Belén","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Ibague","Duitama","Paipa","Villa de Leyva","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","Corrales","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hostal","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellin","Duitama","Monguí","Paipa","Sogamoso","Villa De Leyva","Masculino","Turismo Cultural.","4","familiar","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Mariquita","Monguí","Paipa","Villa de Leyva","NA","NA","Femenino","Turismo Cultural.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Ocaña","Duitama","Paipa","Tibasosa","NA","NA","Femenino","Turismo Cultural.","4","Casa/cabaña de vacaciones propia.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Aquitania","12","2,023","Colombiano","Bogotá","Corrales","Duitama","Nobsa","Paipa","Sogamoso","Masculino","Atractivos y productos turísticos","3","familiar","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Sasaima","Paipa","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","7","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Libano","Duitama","Paipa","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Bogotá","Duitama","Nobsa","Paipa","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","4"
"Aquitania","12","2,023","Colombiano","Bucaramanga","Duitama","Paipa","Ráquira","Tibasosa","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Mosquera","Paipa","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","15","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Monteria","Duitama","Monguí","Paipa","Sogamoso","NA","Masculino","Atractivos y productos turísticos","15","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","San Antonio Del Tequendama","Paipa","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Armenia","Paipa","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","7","Cabaña","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Florencia","Nobsa","Paipa","NA","NA","NA","Masculino","Atractivos y productos turísticos","7","Cabaña","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Bogotá","Corrales","Duitama","Nobsa","Tota","NA","Femenino","Turismo local y departamental","3","Hotel","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Yopal","Paipa","Tunja","NA","NA","NA","Masculino","Turismo local y departamental","3","Hotel","Bus","0","0","5"
"Aquitania","12","2,023","Colombiano","Villa De Leyva","Villa de Leyva","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Cabaña","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Cabaña","Bus","0","0","7"
"Aquitania","12","2,023","Colombiano","San Gil","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","1"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","1"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","3"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Armenia","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","10"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Francia","NA","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","familiar","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Barranquilla","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Yopal","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Posada turística","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","15","familiar","Bus","0","0","5"
"Aquitania","12","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","7","familiar","Bus","0","0","2"
"Aquitania","12","2,023","Venezuela","NA","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","7","Cabaña","Bus","0","0","7"
"Aquitania","12","2,023","Colombiano","Duitama","Duitama","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Yopal","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Duitama","Duitama","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Pasadía","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Santa Rosa","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Sogamoso","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Duitama","Duitama","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","San Andres","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Cabaña","Bus","0","0","15"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","10"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","1"
"Aquitania","12","2,023","El Salvador","NA","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Femenino","Turismo local y departamental","3","Hotel","Bus","0","0","9"
"Aquitania","12","2,023","Colombiano","Arbeláez","NA","NA","NA","NA","NA","Femenino","Turismo local y departamental","1","Pasadía","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","4"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Turismo local y departamental","7","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Turismo local y departamental","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Pereira","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","España","NA","NA","NA","NA","NA","NA","Masculino","Turismo local y departamental","3","familiar","Bus","0","0","3"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Bucaramanga","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Femenino","Alimentos, bebidas y gastronomía","3","Hostal","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Chía","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Cajicá","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Aquitania","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Masculino","Turismo local y departamental","3","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","15","familiar","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","familiar","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","7","familiar","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Posada turística","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Ibagué","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","15"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Pereira","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","familiar","Bus","0","0","6"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Medellín","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","7","familiar","Bus","0","0","3"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","15"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Tenjo","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","3"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","22"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","familiar","Bus","0","0","1"
"Monumento Pantano de Vargas","12","2,023","Bélgica","NA","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","familiar","Bus","0","0","7"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bucaramanga","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","San Andres","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Santa Rosa","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Posada turística","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bucaramanga","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Tunja","Tunja","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Hotel","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Duitama","Duitama","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","2"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Cúcuta","NA","NA","NA","NA","NA","Masculino","Atractivos y productos turísticos","7","Hotel","Bus","0","0","21"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Yopal","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","5"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Yopal","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","3","Hotel","Bus","0","0","4"
"Monumento Pantano de Vargas","12","2,023","Colombiano","Bogotá","NA","NA","NA","NA","NA","Femenino","Atractivos y productos turísticos","1","Hotel","Bus","0","0","3"
