"PUNTO DE INFORMACIÓN","MES","AÑO","PAIS DE PROCEDENCIA","CIUDAD DE PROCEDENCIA","CIUDAD DE DESTINO 1","CIUDAD DE DESTINO 2","CIUDAD DE DESTINO 3","CIUDAD DE DESTINO 4","CIUDAD DE DESTINO 5","SEXO","MOTIVO DEL VIAJE","TIEMPO DE PERMANENCIA EN DIAS","TIPO ALOJAMIENTO","TIPO TRANSPORTE","PRESUPUESTO","RESULTADO SATISFACCIÓN","CANTIDAD DE VIAJEROS"
"Aquitania","7","2,023","Colombiano","Envigado","Tunja","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","7","2,023","España","NA","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Casa/cabaña de vacaciones arrendada.","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Barrancabermeja","Paipa","Tunja","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Cúcuta","Monguí","Tunja","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","8","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Saravena","Tunja","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Yopal","Aquitania","Nobsa","Sogamoso","NA","NA","Femenino","Turismo de Naturaleza.","1","Apartamento arrendado","Vehículo propio.","hasta $ 300.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Finca agroturística/Alojamiento rural.","Vehículo propio.","hasta $ 300.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Iza","Monguí","NA","NA","Femenino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","hasta $ 300.000 COP.","10","6"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Tibasosa","Tota","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Motocicleta","Entre $ 600.000 a $ 1.000.000 COP.","10","6"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Firavitoba","Iza","Tota","Masculino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Femenino","Turismo de Naturaleza.","1","Posada turística","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Tibasosa","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Tota","NA","Masculino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Sogamoso","Tota","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Vehículo propio.","hasta $ 300.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Duitama","Iza","Monguí","Femenino","Turismo de Naturaleza.","1","Casa/cabaña de vacaciones propia.","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Duitama","Monguí","NA","NA","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","República Dominicana","NA","Duitama","Paipa","Ráquira","Sogamoso","Villa De Leyva","Femenino","Turismo de Naturaleza.","2","Hotel","Bus","Entre $ 300.000 a $ 600.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Yopal","Boyacá","Paipa","Tibasosa","NA","NA","Masculino","Turismo de Aventura.","2","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","8","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Masculino","Turismo Cultural.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Nemocon","Duitama","Iza","Monguí","Paipa","NA","Masculino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","7","6"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Boyacá","Duitama","Paipa","NA","NA","Femenino","Turismo Cultural.","2","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Villavicencio","Duitama","Paipa","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","8","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Duitama","Paipa","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","8"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Barranquilla","Duitama","Paipa","Tota","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Cali","Iza","Monguí","Paipa","Tuta","Villa De Leyva","Femenino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","Villa de Leyva","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","20"
"Puente de Boyacá","7","2,023","Colombiano","Cajicá","Duitama","Monguí","Paipa","Sogamoso","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","5"
"Puente de Boyacá","7","2,023","Colombiano","Bucaramanga","Duitama","Santa Rosa De Viterbo","Sogamoso","NA","NA","Masculino","Turismo Cultural.","4","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","10"
"Puente de Boyacá","7","2,023","Colombiano","Barrancabermeja","Duitama","Paipa","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","8"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Medellin","Paipa","Tota","Villa de Leyva","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","7"
"Puente de Boyacá","7","2,023","España","NA","Paipa","Tota","NA","NA","NA","Femenino","Turismo Cultural.","5","Familiar","Vehículo propio.","más de $ 3.000.000 COP.","10","6"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","9","8"
"Puente de Boyacá","7","2,023","Colombiano","Ibague","Paipa","Tota","Tunja","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Puente de Boyacá","7","2,023","Colombiano","Medellin","Arcabuco","Nobsa","Ráquira","Tibasosa","Tota","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","8","5"
"Puente de Boyacá","7","2,023","Colombiano","Medellin","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","10"
"Puente de Boyacá","7","2,023","Colombiano","Samaniego","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","5"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Ráquira","Villa de Leyva","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","hasta $ 300.000 COP.","9","13"
"Aquitania","7","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","10"
"Aquitania","7","2,023","Colombiano","Buga","Ráquira","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Restrepo","Chiquinquirá","Ráquira","Villa de Leyva","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Aquitania","7","2,023","Colombiano","Puerto Boyaca","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Medellin","Ráquira","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","7","2,023","Estados Unidos","NA","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Ipiales","Monguí","Paipa","Tunja","Ventaquemada","Villa De Leyva","Masculino","Turismo de Naturaleza.","5","Glamping","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","10"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","4","familiar","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Pasto","Villa de Leyva","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","5","familiar","Alquiler de vehículo.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","5"
"Monumento Pantano de Vargas","7","2,023","El Salvador","NA","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Alquiler de vehículo.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Monteria","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Duitama","Monguí","Tunja","Ventaquemada","NA","Masculino","Turismo de Naturaleza.","5","familiar","Bus","Entre $ 300.000 a $ 600.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Duitama","Monguí","Villa De Leyva","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Alquiler de vehículo.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Cuítiva","Iza","Monguí","Tota","Femenino","Turismo de Bienestar.","3","Hotel","Alquiler de vehículo.","más de $ 3.000.000 COP.","10","11"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Barranquilla","Aquitania","Iza","Nobsa","Sogamoso","NA","Femenino","Turismo Cultural.","2","Hotel","Bus","Entre $ 600.000 a $ 1.000.000 COP.","9","65"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Iza","Tota","NA","NA","Masculino","Turismo de Naturaleza.","1","Glamping","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Nobsa","Tota","Villa De Leyva","NA","Femenino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Iza","Monguí","Tota","Sogamoso","Femenino","Turismo de Naturaleza.","1","familiar","Vehículo propio.","hasta $ 300.000 COP.","9","5"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Aquitania","Iza","Villa de Leyva","NA","NA","Femenino","Turismo de Naturaleza.","2","familiar","Bus","hasta $ 300.000 COP.","10","2"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Enciso","Paipa","Firavitoba","NA","NA","NA","Femenino","Turismo de Naturaleza.","5","Hotel","Bus","Entre $ 300.000 a $ 600.000 COP.","10","3"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Medellín","Tunja","Duitama","Paipa","Sogamoso","Villa De Leyva","Masculino","Turismo de Naturaleza.","4","Glamping","Vehículo propio.","más de $ 3.000.000 COP.","9","4"
"Monumento Pantano de Vargas","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo de Naturaleza.","1","Casa/cabaña de vacaciones arrendada.","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","7"
"Puente de Boyacá","7","2,023","Colombiano","Medellín","Boyacá","Paipa","Villa de Leyva","Ráquira","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","5"
"Puente de Boyacá","7","2,023","Colombiano","Cali","Duitama","Paipa","Sogamoso","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","8"
"Puente de Boyacá","7","2,023","Colombiano","Cali","Boyacá","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","9","5"
"Puente de Boyacá","7","2,023","Colombiano","Popayan","Paipa","Villa de Leyva","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","2"
"Puente de Boyacá","7","2,023","Colombiano","Popayán","Paipa","Villa de Leyva","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","8"
"Puente de Boyacá","7","2,023","Colombiano","Buenaventura","Paipa","Boyacá","NA","NA","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","7"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Iza","Aquitania","Paipa","Ráquira","Villa De Leyva","Femenino","Turismo Cultural.","1","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","9","150"
"Puente de Boyacá","7","2,023","Colombiano","Barranquilla","Chiquinquirá","Paipa","Duitama","Tunja","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","3"
"Puente de Boyacá","7","2,023","Colombiano","Neiva","Paipa","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","9","4"
"Puente de Boyacá","7","2,023","Colombiano","Yopal","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","3","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","65"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Puente de Boyacá","7","2,023","Colombiano","Madrid","Paipa","NA","NA","NA","NA","Masculino","Turismo Cultural.","1","Pasadía","Alquiler de vehículo.","Entre $ 300.000 a $ 600.000 COP.","10","4"
"Puente de Boyacá","7","2,023","Colombiano","Bogotá","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","8"
"Puente de Boyacá","7","2,023","México","NA","Ventaquemada","Tunja","Villa de Leyva","NA","NA","Femenino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","6"
"Puente de Boyacá","7","2,023","Colombiano","Bucaramanga","Tunja","Ventaquemada","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","8"
"Puente de Boyacá","7","2,023","Colombiano","Cali","Monguí","Tunja","Ventaquemada","Villa De Leyva","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","2"
"Puente de Boyacá","7","2,023","Colombiano","Neiva","Tunja","Villa de Leyva","NA","NA","NA","Femenino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Puente de Boyacá","7","2,023","Colombiano","Cúcuta","Villa de Leyva","Ventaquemada","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Bus","Entre $ 1.000.000 a $ 3.000.000 COP.","10","12"
"Puente de Boyacá","7","2,023","Colombiano","El Rosal","Paipa","Tunja","NA","NA","NA","Masculino","Turismo Cultural.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","6"
"Puente de Boyacá","7","2,023","Colombiano","Medellin","Tunja","Villa de Leyva","NA","NA","NA","Masculino","Turismo Cultural.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","6"
"Puente de Boyacá","7","2,023","Puerto Rico","NA","Tunja","Villa de Leyva","NA","NA","NA","Masculino","Turismo de Naturaleza.","2","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","6"
"Aquitania","7","2,023","Colombiano","Ibague","Ráquira","Tunja","Tota","Villa De Leyva","NA","Masculino","Turismo Cultural.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
"Aquitania","7","2,023","Colombiano","Medellin","Paipa","Sáchica","Ráquira","Sutamarchán","Tota","Masculino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","9","2"
"Aquitania","7","2,023","Colombiano","Socorro","Tunja","NA","NA","NA","NA","Femenino","Turismo de Naturaleza.","4","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Cota","Tunja","Ventaquemada","NA","NA","NA","Femenino","Turismo de Naturaleza.","1","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","4"
"Aquitania","7","2,023","México","NA","Tunja","Villa de Leyva","NA","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","3"
"Aquitania","7","2,023","Colombiano","Barranquilla","Ráquira","Paipa","Sutamarchán","Villa De Leyva","Ventaquemada","Masculino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Valledupar","Tunja","Ventaquemada","NA","NA","NA","Masculino","Turismo de Naturaleza.","3","Hotel","Bus","Entre $ 300.000 a $ 600.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Barranquilla","Villa de Leyva","NA","NA","NA","NA","Femenino","Turismo de Aventura.","5","Hotel","Vehículo propio.","Entre $ 1.000.000 a $ 3.000.000 COP.","10","2"
"Aquitania","7","2,023","Colombiano","Bogotá","Tunja","Villa de Leyva","Ventaquemada","NA","NA","Femenino","Turismo de Naturaleza.","3","Hotel","Vehículo propio.","Entre $ 600.000 a $ 1.000.000 COP.","10","5"
